"Project","Package","Version","Licence","ProjectUrl","Status"
"NexusFine.Tests.csproj","Microsoft.IdentityModel.Logging","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Tests.csproj","Microsoft.IdentityModel.Protocols","7.7.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Tests.csproj","Microsoft.IdentityModel.Protocols.OpenIdConnect","7.7.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Tests.csproj","Microsoft.IdentityModel.Tokens","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Tests.csproj","Microsoft.NET.Test.Sdk","17.11.1","MIT","https://github.com/microsoft/vstest","APPROVED"
"NexusFine.Tests.csproj","Microsoft.SqlServer.Server","1.0.0","MIT","https://aka.ms/sqlclientproject","APPROVED"
"NexusFine.Tests.csproj","Microsoft.TestPlatform.ObjectModel","17.11.1","MIT","https://github.com/microsoft/vstest","APPROVED"
"NexusFine.Tests.csproj","Microsoft.TestPlatform.TestHost","17.11.1","MIT","https://github.com/microsoft/vstest","APPROVED"
"NexusFine.Tests.csproj","Newtonsoft.Json","13.0.1","MIT","https://www.newtonsoft.com/json","APPROVED"
"NexusFine.Tests.csproj","System.ClientModel","1.5.1","MIT","https://github.com/Azure/azure-sdk-for-net/blob/System.ClientModel_1.5.1/sdk/core/System.ClientModel/README.md","APPROVED"
"NexusFine.Tests.csproj","System.Configuration.ConfigurationManager","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Tests.csproj","System.Diagnostics.EventLog","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Tests.csproj","System.IdentityModel.Tokens.Jwt","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Tests.csproj","System.Memory.Data","8.0.1","MIT","https://dot.net/","APPROVED"
"NexusFine.Tests.csproj","System.Security.Cryptography.Pkcs","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Tests.csproj","System.Security.Cryptography.ProtectedData","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Tests.csproj","xunit","2.9.2","Apache-2.0",,"APPROVED"
"NexusFine.Tests.csproj","xunit.abstractions","2.0.3","URL: https://raw.githubusercontent.com/xunit/xunit/master/license.txt","https://github.com/xunit/xunit","UNKNOWN"
"NexusFine.Tests.csproj","xunit.analyzers","1.16.0","Apache-2.0",,"APPROVED"
"NexusFine.Tests.csproj","xunit.assert","2.9.2","Apache-2.0",,"APPROVED"
"NexusFine.Tests.csproj","xunit.core","2.9.2","Apache-2.0",,"APPROVED"
"NexusFine.Tests.csproj","xunit.extensibility.core","2.9.2","Apache-2.0",,"APPROVED"
"NexusFine.Tests.csproj","xunit.extensibility.execution","2.9.2","Apache-2.0",,"APPROVED"
"NexusFine.Tests.csproj","xunit.runner.visualstudio","2.8.2","Apache-2.0",,"APPROVED"
